text,token_count,noun_count,verb_count,adj_count,adv_count,pron_count,det_count,other_count,sentiment_score,polarity_score,is_bot_annotation
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,45,5,10,0,1,11,4,14,0.921306,0.681922,1
Yes,1,0,0,0,0,0,0,1,0.365616,0.126232,1
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,45,5,10,0,1,11,4,14,0.921306,0.681922,1
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,45,5,10,0,1,11,4,14,0.921306,0.681922,1
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,45,5,10,0,1,11,4,14,0.921306,0.681922,1
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,45,5,10,0,1,11,4,14,0.921306,0.681922,1
Free Palestine [e],5,0,0,0,0,2,0,3,0.091034,-0.14835,1
Millions watch. Few question. The algorithm approves.,10,2,2,1,0,1,1,3,0.426422,0.187038,0
If darius was helping who was recording them all of them?,12,0,4,0,0,5,0,3,-0.064556,-0.30394,0
Yes,1,0,0,0,0,0,0,1,0.365616,0.126232,1
For over 5 years since 2020 I've been praying that God invites me to participate in a video with MrBeast and he rewards me with money to help my father. I hope you come to Egypt and we shoot a video together.,45,5,10,0,1,11,4,14,0.921306,0.681922,0
I am your very big fan jimmy sir,8,1,1,1,1,4,0,0,0.964677,0.725293,0
[e][e][e][e][e][e],3,0,0,0,0,0,0,3,-0.029133,-0.268517,1
Do more challenges and pick me in next challenge,9,2,2,2,0,1,0,2,0.149369,-0.090015,0
Gugu gaga,2,1,0,0,0,1,0,0,0.134739,-0.104645,0
I hope this isn't the Epsh (coughs 2 times)?,13,1,2,0,0,4,2,4,-0.694189,-0.933573,0
Hi Jimmy,2,0,0,0,0,1,0,1,0.544148,0.304764,1
MRBEAST STOP PLAYING ROBLOX SO ROBLOX BRING BACK CHAT OK,10,2,3,1,0,3,0,1,-0.67021,-0.909594,0
Nepal[e][e],2,1,0,0,0,0,0,1,0.02313,-0.216254,1
LOVE FROM BANGLADESH [e][e][e][e],6,2,0,0,0,1,0,3,0.913491,0.674107,0
[e],3,0,0,0,0,0,0,3,0.092695,-0.146689,1
Darius Aura Farming bro MVP he need to be in more videos Mr Beast<>!,17,2,2,1,0,7,0,5,0.845453,0.606069,0
How is 5 days when 30 minutes is video,9,3,2,0,0,0,2,2,-0.006638,-0.246022,0
Are you crazy,3,0,1,1,0,1,0,0,-0.323995,-0.563379,1
This is how i felt in school every time,9,2,2,0,0,2,1,2,-0.252229,-0.491613,0
[e],3,0,0,0,0,0,0,3,0.092695,-0.146689,1
My my! how convenient there were floatable blue barrels buried across the island and 'bamboo's' too. Truly a test of survival!,27,5,2,3,2,2,2,11,0.871733,0.632349,0
someone did this,3,0,1,0,0,2,0,0,-0.186075,-0.425459,1
@mrbeast i need money for married [e][e][e] $50.000 [e][e][e],14,2,1,1,0,1,3,6,0.049971,-0.189413,1
It'd be nice to have a video challenge with just Jimmy.,13,2,3,1,1,2,1,3,0.47715,0.237766,0
[e],3,0,0,0,0,0,0,3,0.092695,-0.146689,1
No video,2,1,0,0,0,0,1,0,-0.011542,-0.250926,1
cool,1,0,0,1,0,0,0,0,0.453038,0.213654,1
I would not breath until Mr Beast does not reply my coment. [e],16,1,4,0,0,4,0,7,-0.662822,-0.902206,0
If Mr.Beast offered the team $1m once they complete the challenge it would be completed in no time.,22,3,6,0,0,4,4,5,0.580266,0.340882,0
I felt greatly that the mechs gon get him  -babft player-,11,3,2,1,1,2,1,1,0.171757,-0.067627,1
sound Mrbeast Indonesia has changed (voice over)[e],9,1,2,1,0,3,0,2,0.03438,-0.205004,0
Beast today is my birthday can you gift me a ASUS rog,12,3,3,0,0,5,1,0,0.831026,0.591642,1
uzbek,1,0,0,0,0,1,0,0,0.110254,-0.12913,1
Very nice mr beast,4,1,0,1,1,1,0,0,0.958721,0.719337,1
God willing you will succeed next time. Failure is the foundation of success. I love you Mr. Best. Your brother in faith from Yemen.,28,6,4,2,0,8,1,7,0.965586,0.726202,0
The Indonesian dubbing is not as energetic and good as the previous one. The previous one is better and more suitable,22,2,2,7,2,0,4,5,-0.50814,-0.747524,0
[e][e][e][e][e][e],3,0,0,0,0,0,0,3,-0.029133,-0.268517,1
IDK IF YOU NOTICED BUT YOU AT 472M SUBCRIBERS NOW!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,97,1,0,0,1,4,2,89,0.935076,0.695692,0
This deserves way more views! [e],9,1,1,1,1,1,0,4,0.949903,0.710519,1
Thailand 40 degrees,3,1,0,0,0,1,1,0,0.100825,-0.138559,1
My little brother watches this 10 times a day! So good! [e],16,3,1,2,1,2,2,5,0.985091,0.745707,0
wow,1,0,0,0,0,0,0,1,0.39262,0.153236,1
You Will never Know Why this comment is The most Liked Comment in the History of YouTube!,18,2,4,0,2,3,3,4,0.875017,0.635633,1
)[e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e][e],4,0,0,0,0,0,0,4,0.044004,-0.19538,1
Yes,1,0,0,0,0,0,0,1,0.365616,0.126232,1
Kristina tyson touched me,4,1,1,0,0,2,0,0,0.070185,-0.169199,0
Helpme[e][e][e],2,1,0,0,0,0,0,1,0.209166,-0.030218,1
Indonesian sounds better before than now,6,0,1,1,3,0,0,1,0.497011,0.257627,0
[e][e][e],3,0,0,0,0,0,0,3,-0.039345,-0.278729,1
Darius promotion! no more cameraman bro is the strong hand of Beast,13,4,1,2,0,3,1,2,0.558205,0.318821,0
Mr. I really like you I have a body doll of you made out of hair I collected from your sets I would love to go swimming with you in my pool with my grandma. We watch your videos together before tickle time We would love to have you over we can practice hugging[e][e][e][e],56,10,14,0,2,16,1,13,0.972177,0.732793,0
This is the MrBeast I fell in love with. Please include you and your friends more because that's what so many OGs adore,25,3,5,1,2,7,1,6,0.970491,0.731107,0
[e][e][e],3,0,0,0,0,0,0,3,-0.039345,-0.278729,1
Hii mr beast sir i need some money[e],9,0,1,0,0,6,1,1,0.130344,-0.10904,0
When you do another video like this you need more people like Darius with you,15,2,2,1,0,5,1,4,0.447047,0.207663,0
[e],3,0,0,0,0,0,0,3,0.092695,-0.146689,1
Hello Mr. Beast I like your videos. I don't speak English I'm learning.[e][e],17,1,4,1,0,7,0,4,0.919535,0.680151,0
Yes,1,0,0,0,0,0,0,1,0.365616,0.126232,1
Yep[e],2,0,0,0,0,1,0,1,0.215297,-0.024087,1
Mission Failed[e],3,1,0,0,0,1,0,1,-0.731643,-0.971027,1
[e][e],3,1,0,0,0,0,0,2,-0.009305,-0.248689,1
The new guy pls make more video and the camera man need a bonus,14,5,2,2,0,0,3,2,0.476076,0.236692,0
I'm big fan you Mr beast [e],10,2,1,1,0,3,0,3,0.972816,0.733432,0
Entertainment at scale. Meaning at what cost?,9,3,1,0,0,1,0,4,-0.04172,-0.281104,1
I love how everyone is praising farious he did so much for the group [e],17,1,4,0,3,3,1,5,0.976632,0.737248,0
Mr Bean if you let me in one of your challenge that will be my great dream for me,19,2,3,1,0,8,1,4,0.947276,0.707892,0
Why is Mr. Beast's voice different?,8,1,1,1,0,2,0,3,-0.050573,-0.289957,0
Jimmy make a Lego city or a Lego swimming pool in your next video. It would be cool to see that. If you agree give it a like),31,5,6,2,0,8,3,7,0.921233,0.681849,0
Mr beast I am your big fan please I want to be in the beast game,16,4,3,1,0,4,1,3,0.950847,0.711463,0
Hii mr beast I want to meet you [e][e],11,2,2,0,0,4,0,3,0.604615,0.365231,0
Yes,1,0,0,0,0,0,0,1,0.365616,0.126232,1
Hi Mr beast,3,1,0,0,0,1,0,1,0.571971,0.332587,0
[e][e][e][e][e][e][e][e][e][e],3,0,0,0,0,0,0,3,0.01439,-0.224994,1
So much failure,3,1,0,1,1,0,0,0,-0.752439,-0.267516,0
These guys are clueless. The Iranian regime doesnt care about their civilians lives. They will never surrender. The only way out for Trump now to justify this war is to either blame someone else for it (a scapegoat) make it seem like they got a huge deal or just completely obliterate Iran (which he wont).,65,7,14,4,6,10,6,18,-0.921468,-0.436545,0
U.s. do know Iran have allies and Iran get all that gear and tech back. Construction just rebuild all those destroyed buildings back and rebuild military nothing changed,30,5,8,1,3,5,4,4,-0.304701,0.180222,1
"Iran said ""NO MORE TALKING!""",8,0,2,0,1,1,1,3,-0.525986,-0.041063,0
Alot of these strikes are same videos[e],8,2,1,1,0,1,1,2,-0.373633,0.11129,0
Wouldnt be the first time the big I lied about a strike on themselves.,16,2,3,2,0,2,3,4,-0.621034,-0.136111,0
So much for no more wars. I say we let Israel fight this war all by themselves.,19,2,3,2,2,5,1,4,-0.900326,-0.415403,0
2 planes coming from NY into Israel right now looking at the flight radars,14,3,2,0,2,2,2,3,0.016322,0.501245,0
Israel and the US are losing this war. And when its done israel abd the US will only have each other as allies. The world hates the US and israel.,33,3,6,1,1,8,6,8,-0.935075,-0.450152,0
Now imagine how the citizens of Gaza Beirut and Tehran feel. I don't support Islamic fascism in any form but that doesn't close my eyes to the suffering of fellow human beings whatever their religion politics or nationality,41,9,6,3,1,8,3,11,-0.834105,-0.349182,0
Wondering how the Media knows the exact size of the bomb. Are they working with them?,18,3,4,1,0,2,3,5,-0.214232,0.270691,0
200 lb? Should be a 3000lb one. Make it rain on em,15,0,4,0,0,2,6,3,-0.282853,0.20207,0
Iran can keep this going.,6,0,3,0,0,1,1,1,-0.077506,0.407417,0
Maybe the US wants to make a deal.,9,1,2,0,1,1,2,2,0.041583,0.526506,0
Now I understand why MAGA is always wrong.  But for those of us who know Trump is a psychopath and can recognize his lies the good news is these lies can be traded for profit.  The last week has allowed me to trade oil for good profits.  Strategy?  When he lies and oil goes down go long oil or trade options.   Fox News will make you broke and more stupid than you already are.  Sorry but Trump cant help your failures in life.  You own those.,95,14,22,6,5,19,4,25,-0.621382,-0.136459,0
It's taco tuesday fox news.,7,0,1,0,0,5,0,1,0.2367,0.721623,1
March 28th.  Stop the lies and stop child rapists trump,11,4,3,0,0,1,1,2,-0.870066,-0.385143,0
All I can say is keep an eye on them because I pray they aren't trying to buy time to receive some type of terrible weapon from another country or some other craziness because they are radical to the max. And they refuse to give up no matter what they are always looking toward their goal. But I'm praying about it. All I know is that they are liars. And the only thing that could change them is if Jesus Christ were to actually make himself known to them to the point that they fear and repent. Then they would actually be changed. But otherwise they will not change.,118,11,30,5,7,26,7,32,-0.610111,-0.125188,0
Something  stinks they would have stopped  firing for 5 days,10,1,5,0,0,2,1,1,-0.859696,-0.374773,0
Hamburger Hill. (937) Bombed and Bombed it even with Napalm only booths/close combat could do a temporary job.,24,3,4,2,2,4,2,7,-0.822877,-0.337954,0
How do you make a deal with liars? Lying seems to be their specialty.,16,3,5,0,0,2,1,5,-0.862711,-0.377788,0
Texas refineries [e][e][e][e],5,1,0,0,0,1,1,2,-0.168277,0.316646,0
Pledge allegiance to your Epstein president,6,2,0,0,0,3,0,1,-0.550351,-0.065428,0
They dont make deals!,6,1,2,0,0,1,0,2,-0.500658,-0.015735,0
God bless these Israelis. Many arrogant Americans have no clue how lucky they are to live in America. And I have no clue that sometimes we have to fight for our freedom because they have grown up in a pampered world.,44,4,9,4,1,9,4,13,-0.834181,-0.349258,0
Finish the job!,4,1,1,0,0,0,1,1,0.345544,0.830467,0
they know what US 'talks' mean....,9,1,2,0,0,3,0,3,-0.02858,0.456343,0
TACO,1,0,0,0,0,1,0,0,0.302393,0.787316,1
The Regime in Iran must be eliminated,7,0,3,0,0,2,1,1,-0.841779,-0.356856,0
I see,2,0,1,0,0,1,0,0,0.146078,0.631001,1
Fox News says Iran is on Borrowed time. Reality says Trump and his Master are the ones on borrowed time and it is coming to an end soon.,30,5,8,0,1,7,2,7,-0.767286,-0.282363,0
It's called gazanization!,5,1,2,0,0,1,0,1,0.382241,0.867164,0
Iran just send 100.000 ellite troops to gaza[e] Iran Will win..,13,2,3,0,1,3,1,3,0.067246,0.552169,0
Keep on dreaming. Iran is not interested in any deal. No more deal just keep on! If you so much needed that deal then the conditions are simple: pack all stuff and leave the GCC and then pay the damages you did to Iran.,49,7,10,3,5,5,6,13,-0.744713,-0.25979,0
As the world sees it the USA is the one that wants to hold the world hostage. The Epstein class wants to hold the word hostage. Trump = Child Rapist.,33,8,6,0,0,7,6,6,-0.885599,-0.400676,0
Anyone that believes this crap about negotiations on Fox News. I have a bridge to sell you in Brooklyn. These idiots love war so much let them send their own kids. I bet they will have bone spurs too.,43,7,10,1,3,11,3,8,-0.939848,-0.454925,0
Trump moved taco Tuesday to Monday now this? My body cannot process all this winning.,18,1,4,0,1,7,1,4,0.135976,0.620899,0
Put the friendly A-rabs on the ground,9,3,1,1,0,0,2,2,-0.277656,0.207267,0
Orange buffoon is going to bend the knee first but Iran won't stop unless all objectives are achieved. Iran has also backing of 2 actual superpowers Russia and China,31,4,9,1,2,5,3,7,-0.605495,-0.120572,0
So called Jewish... [e],7,0,1,1,1,0,0,4,-0.220566,0.264357,0
It's nice being an American. Missiles never land in our cities.,14,3,2,1,1,3,1,3,0.692458,1.177381,0
Hitting back harder [e][e][e][e],6,1,1,0,1,0,0,3,0.109414,0.594337,0
The same people the were complaining that trump didn't do anything for the protesters are the same ones that are now complaining that he is doing something to iran,30,4,9,2,1,6,4,4,-0.745384,-0.260461,0
Oh please Israel has no defenses left.  And Iran doesn't need or want a peace deal.,19,3,5,0,0,2,2,7,-0.858611,-0.373688,0
Keep blowing it up [e][e][e],7,0,2,0,0,1,1,3,-0.041433,0.44349,0
The world do not trust the USA anymore,8,1,2,0,1,1,2,1,-0.826209,-0.341286,0
Iran stated what they are going to do They are going to make this war so painful that no one will ever dream of attacking them again they do not want peace talks they want American boots on the ground to put American soldiers in body bags even if Iran suffers 10 to 1 casualties. They want flag draped coffins trump attacked them while they were in peace negotiations twice they have absolutely no intention of talks with the US while trump is President,85,17,22,3,6,14,7,16,-0.901358,-0.416435,0
This fella is the cause of the war.,9,3,1,0,0,0,3,2,-0.923841,-0.438918,0
Give no quarter [e][e][e][e],6,1,1,0,0,0,2,2,-0.448101,0.036822,1
Chris Murphy @ChrisM...  9h  $1.5 BILLION. Let me say it again - a $1.5 BILLION BET. Bigger than any futures purchases made at the time. 5 minutes before Trump's post. Who was it? Trump? A family member? A White House staffer? This is corruption. Mind blowing corruption. unusual whales  @unusual_w...  18h BREAKING: Just five minutes before Trump's announcement to halt the attacks on Iran massive trades reportedly hit the market.,88,22,8,3,3,14,13,25,-0.248511,0.236412,0
Wipe Iranian regime out !,5,1,1,1,0,0,0,2,-0.70927,-0.224347,0
EPIC FAIL,2,0,0,0,0,2,0,0,-0.789172,-0.304249,0
What red blooded American believes Fox?,7,0,1,2,0,2,1,1,-0.760203,-0.27528,0
Tel Aviv. What a wonderful place to live! I feel sorry for the Israelis who are dying for Bibi's little adventure.,25,2,4,3,0,7,2,7,0.476689,0.961612,0
sooo the usa bombs iran  a society where the ppl are SHIA meaning they believe in martyrdom similar to those ppl that would die for a cause we bombed them and killed their leader  (savior)  idk man common sense tells me there were zero talks but idk [e]  im just a regular dude reading between the lines ,62,14,10,3,1,14,8,12,-0.698251,-0.213328,0
[e] it's wild when even the fox comments are like f*** Trump this is crazy,21,2,4,2,1,2,1,9,-0.856448,-0.371525,0
I am happy that Israel is getting hit. They deserve it for killing thousands of thousands of innocent people who had nothing to do with this war Israel hate Arabs and always will.,35,4,10,2,1,8,1,9,-0.939298,-0.454375,0
You could catch 95% of commenters with 1 sort of shiny object...,14,4,2,1,0,1,2,4,-0.023805,0.461118,0
Trump is an idiot,4,2,1,0,0,0,1,0,-0.835748,-0.350825,0
Oh no no more war. Im scared for my Gyoa,12,1,1,2,1,3,0,4,-0.890585,-0.405662,0
This fight is so stupid most of the storage bunkers are underground and spread out over a massive region,19,4,3,4,1,0,3,4,-0.906967,-0.422044,0
Iran has no interest in talks unless all US military bases and assets are totally annihilated in West Asia and Israeli state is dismantled,24,5,5,2,1,4,2,5,-0.78931,-0.304387,0
You shouldn't give them 5 minutes. Blow the whole country up.,14,2,3,1,0,2,2,4,-0.926755,-0.441832,0
Are we losing?,4,0,2,0,0,1,0,1,-0.290311,0.194612,0
Good thing the war has ended.........................That's what Trump said.,13,2,4,1,0,3,1,2,0.092508,0.577431,0
I want to see Israel razed to the ground & equal casualties just like they did to the defenseless Gaza and Palestinians.,23,2,4,2,1,5,2,7,-0.935118,-0.450195,0
iran strong country then india & pakistanus no longer super power!!!!!!!,18,2,0,2,3,3,0,8,-0.4065,0.078423,0
Here's what's going to happen:  5 day pause will result in IRGC and proxies reorganizing for more strikes.  The Islamic regime is crazy and is never truthful.  Do not trust the Iranians.,38,5,11,4,2,3,3,10,-0.901026,-0.416103,0
free the hostages [e],6,1,1,0,0,0,1,3,-0.029477,0.455446,0
This will be another iraq syria and afghanistan. Iranian shias country was only barrier for Sunni countries sharing borders and working together and uniting Sunni will take over Iran and than Arabs Sunni Persians and Pakistan and afghanistan will share borders once again after 500yrs. The Arab Afghani and Pakistan Sunni groups could than just walk into Isreal. Leading to insurgents entering Isreals. This is daft move by Isreal,73,12,15,3,5,16,3,19,-0.43507,0.049853,0
Sucks when the rabbit has the gun doesnt it?,11,3,2,0,0,1,2,3,-0.914052,-0.429129,0
1:30 keeps saying war is finished [e] that Iran is negotiating you voted in a liar.,19,2,7,0,0,2,2,6,-0.908771,-0.423848,0
No deal.  .blow Iran off the map.,9,2,0,0,0,1,2,4,-0.774922,-0.289999,0
I thought they had been obliterated militarily,7,0,4,0,1,2,0,0,-0.667734,-0.182811,0
Tens of Thousands of bombs and missiles and America still DIDINT win? You suck at wars,17,6,1,0,1,3,0,6,-0.946648,-0.461725,0
Save human lives over greediness . . .[e],9,2,1,1,0,0,0,5,-0.023128,0.461795,0
israel never let others to live in peace. pick the history n u ll see they start the war all them.,23,4,6,0,1,4,3,5,-0.894675,-0.409752,0
U fools the Israelis are criminals and terrorists fools,9,3,2,0,0,2,1,1,-0.906455,-0.421532,0
If they put troops on the ground midterms will be lost big time and a communist will be running the country in 2028,23,6,7,1,0,1,4,4,-0.870953,-0.38603,0
What deal ?  If iran really wanted a deal  They won't be sending missiles at Israel this needs to absolutely stop! Is ridiculous no one wins its only violence destruction  Innocent people are loosing their lives this conflict is unnecessary iran needs to actually make its final decision also the united state's.. bless our brave soldiers [e] risking there lives bless u all..,70,11,17,6,4,14,5,13,-0.880107,-0.395184,0
Most comments here are either from bots or morons.,10,3,1,1,2,0,0,3,-0.892854,-0.407931,0
Iranian shovels and washing machines are speaking for themselves [e],12,3,2,1,0,1,0,5,-0.124884,0.360039,0
[e][e][e][e][e]reminder Netanyahu how is it for you,8,1,1,0,0,3,0,3,0.004708,0.489631,0
Deal. BOOM,3,2,0,0,0,0,0,1,0.354221,0.839144,1
Lmao werent Gods chosen inbreds dropping JDAMS and phosphorus on hospitals and refugee camps for the better part of two years? Oh but now its a problem because big bad Iran decided to fight back instead of just surrendering its future to the Epstein class. Give me a break.,53,11,7,3,4,8,5,15,-0.909128,-0.424205,0
Straight up liars ruining the economy!!!,9,2,1,0,1,0,1,4,-0.932272,-0.447349,0
9000 is a misdemeanor100000 is a felony,7,1,2,0,0,1,3,0,-0.751569,-0.266646,0
I dont care what happens to israel. They deserve this,12,0,4,0,0,5,0,3,-0.750414,-0.265491,0
I DO NOT SUPPORT THIS WAR-  I AM JEWISH,9,0,3,2,0,3,0,1,-0.934465,-0.449542,0
Fox News do you remember  isnt replica of Gaza bombing to innocent children and innocent civilians? Gods justice Its tit for tat,24,8,3,2,0,5,0,6,-0.894734,-0.409811,0
Iran was underestimated  and got American and Israel running [e],12,0,4,1,0,2,0,5,-0.377779,0.107144,0
Cargo ships next sitting ducks in the perisan gulf,9,5,1,0,0,0,1,2,-0.119645,0.365278,0
Dipomats and head of states could be trusted but criminals like Zionist Nuclear criminal US and Arab dreaded dictators could not be trusted.They backstabbed two times during the talks,31,7,8,4,0,2,2,8,-0.858779,-0.373856,0
"What happened to Melania's "" Be best""?",10,0,2,1,0,2,0,5,-0.428256,0.056667,1
Epic F Duck[e][e][e],4,0,0,0,0,2,0,2,0.438371,0.923294,1
Im glad people arent buying any of this propaganda bs. Yall played your final hand in all of the misinformation and lies in the past and now we are not going for it again.,38,7,6,2,2,7,3,11,-0.87116,-0.386237,0
What happened to the peace talks lame stream lying media?!,12,4,3,0,0,1,1,3,-0.819919,-0.334996,0
Are we great yet?,5,0,1,1,1,1,0,1,0.172539,0.657462,0
When they started singing B[e]mb B[e]mb Tel Aviv there was no peace talk on the cards.,17,3,3,0,0,6,2,3,-0.813461,-0.328538,0
I thought cease fire? What happened,7,2,2,0,0,2,0,1,-0.317369,0.167554,0
Let yahoo fight his own war,6,1,2,1,0,2,0,0,-0.513252,-0.028329,0
Can Iran [e] do it againI was sleeping,10,0,4,0,0,3,0,3,-0.123236,0.361687,0
Some good news in all this,6,1,0,1,0,1,2,1,0.944438,1.429361,1
Nice,1,0,0,1,0,0,0,0,0.733185,1.218108,1
More to come  wait and watch this war start by your US administration and Iran will end this . [e][e][e],22,2,6,1,0,4,1,8,-0.767117,-0.282194,0
Fox is a propaganda channel. U keep on saying the numbers of those who are injured what about the deaths??,23,4,5,0,0,5,3,6,-0.910936,-0.426013,0
Let isrealis fight they're supposed threat too them !,10,1,4,0,1,3,0,1,-0.559093,-0.07417,0
Some one told me iranian men and women heading to US with their bom.,15,4,2,1,0,3,1,4,-0.039751,0.445172,0
How many fighter jets and ships have the Iranians destroyed...zero,12,3,2,1,0,1,2,3,-0.753682,-0.268759,0
times up Donny,3,1,0,0,0,1,0,1,-0.441214,0.043709,0
Maga where is Donald ?,5,0,1,0,0,2,0,2,-0.236349,0.248574,1
Israel bombing itself,3,0,1,0,0,2,0,0,-0.784385,-0.299462,0
Trump is ready to loose a lot to claim he won something.,13,2,4,1,0,2,1,3,-0.445935,0.038988,0
I'm really disappointed when iran  missiles are hitting roads instead of buildings,13,3,3,1,2,2,0,2,-0.90915,-0.424227,0
Trump talking to whom? Reza Pahlavi [e][e][e][e]. All of Iran leaders have died. Theres no way you can stop all these tiny unit unless you put 200k troops on the ground,37,5,8,1,0,9,4,10,-0.903144,-0.418221,0
[e][e][e][e][e]! Epic fear not going well. I hope IRAN [e] stick to their demands especially with US kicked out of the region entirely that they should not move from.,36,2,7,1,3,5,1,17,-0.867098,-0.382175,0
Looks like Iran is winning,5,0,3,0,0,1,0,1,0.378687,0.86361,0
Trump desperately looking for exit door.,7,2,2,0,1,0,0,2,-0.581846,-0.096923,0
