8fql0JpfzDKLk2ovQ,mdr les buches elles sont coupés bien droite quand meme,2026-03-24T11:10:47Z
UCUR98xp-4Z1jlQLu5etKpcw,Mr beast you again challenge the zalmi on astola island in 100 hours,2026-03-24T11:10:16Z
UCeOGp4YXgBp6oIyRhj5Gj-w,I love u mrbeast❤❤❤❤,2026-03-24T11:09:58Z
UCkCfa5GlYW3euCDXfmciFow,the like.......,2026-03-24T11:09:51Z
UC-um5Jerak6QrXLA6yiAacw,I am from Bangladesh❤,2026-03-24T11:08:10Z
UCpPhEnn70mognWqgyPbd5pw,I want in show,2026-03-24T11:07:45Z
UCWLVIFtIupF8i-eRTU9MrLw,Доел за егориком,2026-03-24T11:06:14Z
UCnJVLEw3gR7f1Dnb3XtMW7g,А зачем ты украл идею у Егорика?,2026-03-24T11:05:58Z
UCGPw74LcTBGZDKLrhUw3SCw,Mrbeast give me some money plssssssss❤❤❤❤❤❤,2026-03-24T11:05:29Z
UC6huwTa9poR2l69N44Kg1Xg,Give me one chance,2026-03-24T11:05:23Z
UCKptpb3OdfrboTGEG9pqsAA,suara nya beda,2026-03-24T11:04:54Z
UC6huwTa9poR2l69N44Kg1Xg,Your challenge accepted Mr.Beast,2026-03-24T11:04:47Z
UCPU9869TR7mj2C7X0DpvCMg,Pengisi suara di Indonesia beda,2026-03-24T11:04:24Z
UC5jKfHOZnYY_lJUI4TGPVUQ,darius have a lot of chans his black for africa,2026-03-24T11:04:22Z
UCq_6AFSzXhAQUFyYycNz6vg,13:41 Mark Robber aura 99999+😮😮,2026-03-24T11:04:04Z
UCCIMdNAKdEFV7ySjR2khL0A,Yeah,2026-03-24T11:03:59Z
UCaio9MNP1HdYB5EtCZ3Ja1g,Day 10 of asking to be in a video,2026-03-24T11:03:52Z
UCF1-JTN3N-IbFWUo4YxMifg,"Yes, but don’t make it too dangerous",2026-03-24T11:03:50Z
UCba7cadi2NtiqEqlavdUpSw,Help me please,2026-03-24T11:03:32Z
UCL3S9oKlodLjdwS0EoolfxA,Mrbeast anh có thể cho tui 8000 đô là để trả nợ đc ko,2026-03-24T11:03:22Z
UCjn44g1gqpCZQ33P-_XCQ_g,its like moana but better,2026-03-24T11:03:14Z
UCCIMdNAKdEFV7ySjR2khL0A,Anybody wanna talk,2026-03-24T11:03:11Z
UCaKCqgycAj4shNGzMYRLoWw,Мистер бист начал копировать у Егорика😂😂,2026-03-24T11:03:02Z
UCCIMdNAKdEFV7ySjR2khL0A,Hi,2026-03-24T11:02:57Z
UCq_6AFSzXhAQUFyYycNz6vg,12:05 Ye Mr Indian Hacker ne bahut pahle hi kar diya tha 😂😂😂,2026-03-24T11:01:58Z
UC25cbY2K0ol5sSZgIuJ7FRA,Insane...,2026-03-24T11:01:40Z
UCmZWaNjbEH57aQy-8VsjWmg,Superfr,2026-03-24T11:01:40Z
UCRBIihyazv3IAUaqT8zeKfA,Halo,2026-03-24T11:00:57Z
UCB8sOsPV_IcwH7yNP-g6pgg,Kok suaranya beda😢,2026-03-24T11:00:55Z
UCF1FD3m7korTNbhrOlt-TDA,Need i phone,2026-03-24T11:00:43Z
UC-j1owq6bDfRfivMQxhj3YA,"If it weren't for Darius, we would never have seen Mr. Beast again.",2026-03-24T11:00:36Z
UCoirEPUukjGZWnIMnLYBHsg,У егорика спиздил,2026-03-24T11:00:18Z
UCOT9virSWGtUhs9AH7hP9uw,ini yang nge dub beda orang ya?,2026-03-24T11:00:14Z
UCFhInYpGwFlo-51I47B1HIw,"понятно, у егорика украл видос",2026-03-24T10:59:58Z
UC5GTiDPjPb0x-unS62ocwIA,"Такие клоуны, для кого этот глупый контент ⁉️",2026-03-24T10:59:54Z
UCosLwP7Z7f5UCJ8sHB_NIkg,হার জিত এটা জিবণের অংশ,2026-03-24T10:59:32Z
UCkzsiazfyuD8y5_y6oADyLw,"Miss the videos like this, I feel like jimmy has gotten too focused on the giving money away rather than just doing challenges with the boys like the good ole times looking forward to more of these",2026-03-24T10:59:08Z
UCjAVAmBZvnckvuMxPDmIP1w,Please 10k subscribers complete Mr beast fan😢😢😢,2026-03-24T10:58:54Z
UCcZh4ForkzUtWAXQM18gcdQ,Safelyest lighting a fire 🔥,2026-03-24T10:58:35Z
UC6NiM6P1a6QudAOYLhVkWOg,Videos never disappointing 🫶 Also Enhypen is 7 ❤,2026-03-24T10:58:29Z
UCRU_izcCrDGKaHNjl-OK-Kw,bros getting these ideas from rblx😭 I swear next video gonna be surviving 99 nights in a forest ✌️,2026-03-24T10:58:04Z
UCB_6mzNNoqITtg1KDBrULPw,Кто то взял идею у Егорика,2026-03-24T10:57:50Z
UCP31LLT8gxr1gaSZeMcPY3w,Lesson of this video: throw trash in the ocean because it might help mrbeast 😂😂😂,2026-03-24T10:57:09Z
UC13N7hPko_aFj8SZ8pK3dmg,🥹🥹🥹,2026-03-24T10:57:00Z
UCpJQVUp2OInDO1QHyLpK9SA,W Darious,2026-03-24T10:56:21Z
UCop7xD5wO9QZrgToRHxdklg,Whose missing karl😢,2026-03-24T10:55:40Z
UCK_ZOT9se_jc6QfAFF7uxDA,if you pin me i will sub your all chanel,2026-03-24T10:55:26Z
UCBQoAWE2RTIMoTmSvI9E8lw,From Bangladesh 🇧🇩✊,2026-03-24T10:55:14Z
UCU7fIR7Ppn2W3tS60Ny4baA,darius mvp,2026-03-24T10:54:21Z
UClcH8-1k5rII-Pd2HVRQDwA,naruto remake?,2026-03-24T10:54:16Z
UCrNDdhPU4OHRRdyw0HUaySg,How can I join the next challenge please 😊,2026-03-24T10:54:07Z
UCt_TPiYEakbBNAO8KEjpSqg,Почему тут расизм оператор это бедный африканский человек,2026-03-24T10:53:24Z
UCfln8Re61vn_0a8c3wZSzUg,So the plan was to rely on the possibility of finding barrels in the trash which might have ended up on the island? hmm,2026-03-24T10:53:16Z
UCf71CjsJQrrB5eNodJf-NBQ,Я один зашел сюда что бы увидеть комент егорика,2026-03-24T10:53:04Z
UCbdVjBwuVlVmU_684JEYY1w,Egor Shkred,2026-03-24T10:52:20Z
UCrx6W80iwCxVmWB4j8i1SVw,OP!!!,2026-03-24T10:52:18Z
UC-kURoldc-ISHpMjwbEHCUQ,Darius must be a prominent member!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,2026-03-24T10:52:13Z
UC3Xm3q-GBLiV5xybtE9rAxQ,Are you going,2026-03-24T10:52:09Z
UCR2On0093cKMNuR8ywpbIWw,Почему не кто не говорит что он скопировал контент у егорика😂,2026-03-24T10:51:56Z
UCU78HF_ava2B9ZRx4ZMKu4w,u do a lot more and to melt plastic it needs to go strait to the fire,2026-03-24T10:51:50Z
UCb_uk6yuAH2fw2hxN_obWsQ,Первый раз в жизни посмотрел что-то на этом канале. Меня хватило на 5 минут. Ничего скучнее и тупее я ещё не видел.,2026-03-24T10:51:42Z
UCFEJOfarehjd2BFgSJD-apw, Hi Mr beast 2026,2026-03-24T10:51:29Z
UCYljLuYHJVMTIIjYuc6oYKQ,lDoNT NO,2026-03-24T10:51:23Z
UCDSRJbaGCShEqGY60rTtsbw,Mrbeast pls 1000$,2026-03-24T10:50:43Z
UC0JUeOtm3BhJaO9tnxf3EqQ,Hello camera sen Mr beast bhaiya,2026-03-24T10:50:39Z
UCpK3iaRNTSTGZuSoPeCH1pg,More darius,2026-03-24T10:50:38Z
UCx1I5zXLQpn1dUJtfs-9qmw,bro whats goingon your views are hnnnnn,2026-03-24T10:50:08Z
UCjlN3fWE5XPmjhvjKz6NMvQ,А где Макс? Саня? Аслан? Где принципы? Где шнек?,2026-03-24T10:49:39Z
UCAV7aQXce6mItFGy6VRnU-Q,Hii @mrBeast,2026-03-24T10:49:04Z
UCW3a_oHhJe3NwmNSckK6ADA,Mr beast you have 150M subscriber I have subscribed you please give me I phone please my dreams complete I am form India Up Mathura banana awa khera😢,2026-03-24T10:49:02Z
UC8sFisUEPYjNGhK9YOgN3tg,Yes!!!,2026-03-24T10:48:59Z
UCkHMGYitTMyKOab_Z3aqVJg,Bro more videos want,2026-03-24T10:48:50Z
UC-kURoldc-ISHpMjwbEHCUQ,WHY DID THEY NEED A SAIL?,2026-03-24T10:48:37Z
UCpVYm5NRGsoVuytD5XawPWw,nice tedybear cenler,2026-03-24T10:48:29Z
UCCDIMrD0LUIEGTerjpoyS3Q,I Lived in pakistand But i watched mr beast vlog bcz Mr beast is best vlogger and youtuber 🥹,2026-03-24T10:48:12Z
UCT4STbBnQrCd8h5pptGaK4w,"Hello, i am from Greece and i think its a very good idea to do a chalenge/ Survival în Creta. Its verry beautiful, we are waiting you 😁😁

Ps: maybe I could help ( I am 12 years old) I have special abilites and I could help you see the place 😁😁",2026-03-24T10:47:25Z
UCIio1cb_hS0jocIduhPJGuw,Camera man and that other person that came as a guide i forgot his name they literally carried mr beast and his team,2026-03-24T10:47:21Z
UCD5EntqNL3h-kRbNE5Exa-w,😞 Don't warry but 😢,2026-03-24T10:47:18Z
UCynSK0r1wAAvGKP4iZ3YlzA,Find myself,2026-03-24T10:47:17Z
UCoDDPD00u-tmmtWvRI1VKiA,I want to join,2026-03-24T10:47:08Z
UC8sFisUEPYjNGhK9YOgN3tg,Darius deffo got a raise after this,2026-03-24T10:46:49Z
UCynSK0r1wAAvGKP4iZ3YlzA,Come in India and meet me,2026-03-24T10:46:39Z
UCSKbI-rFnvJVbv15NHFixxg,yes,2026-03-24T10:46:28Z
UCMmDqEFlUXKjCv-04LZOUXw,Do my challeng stay for 24 hour on the most dangerous island plssssss,2026-03-24T10:45:18Z
UCdcA59e0mSmugpTw5HAJo4w,"I love your camera man
❤Darius❤",2026-03-24T10:45:09Z
UCDHnBi9aXPF43KtRvh7U0Dw,Come back Darius !!!!!,2026-03-24T10:44:14Z
UCvcLWiuDTdHU6ZEOh7DkoBQ,i hope to see DARRIUS in the next video,2026-03-24T10:43:42Z
UCaKhdso9nuQ_l9sUx-fi7sA,"Why do I feel defeated and want to cry?
Darius really did his absolute best
Better luck next time guys 😓",2026-03-24T10:42:55Z
UCWZh6lHusqikpuqebKXkcZQ,Што пачему всё заготовлено заранее хаха,2026-03-24T10:41:41Z
UCRhQ25ZRNnsFNIRI_MpJR6Q,Revenge and part 2,2026-03-24T10:41:27Z
UCS9xKoGcL5O22edoQopQlBA,this video totally screpted,2026-03-24T10:41:18Z
UCMI5S9f_ZMwvyuIzE919aMA,Yes go with boys and adventure and videos,2026-03-24T10:40:24Z
UCPOLLF9ghHPWoenlwUkevLA,Where is the karl,2026-03-24T10:40:10Z
UCAPGYg4Wy7j6CUF6OBZihTg,Bro tiktok per be your big fan,2026-03-24T10:40:06Z
UCFJ8l1uMOC6HSLIHhehXbbw,"저는 구독자 87명입니다 
구독자수 부럽네요 ㅎㅎㅎ",2026-03-24T10:39:53Z
UCAPGYg4Wy7j6CUF6OBZihTg,Big fan,2026-03-24T10:39:44Z
UCrGEpBOyUMVEWN2H1fNGgtA,я думал новая серия егорика,2026-03-24T10:39:34Z
UCMFdc2f6UkqaRgs9hxITK9Q,"Hii mrBeast ❤
Cameraman good done 👍",2026-03-24T10:39:25Z
UCof8Yz5cYhiIeOQpojGcZhQ,"Cameraman never dies 
Bring him out more",2026-03-24T10:39:25Z
UCUNwUWhklJFjCC9pszgPsng,Darius the goat if he's in the video in the next episode that'd would be bangers.,2026-03-24T10:39:04Z
UCyC8FLJxvWWGV1FDPNgTTpg,Susranya jadi beda jir😭😭😭 btw indo sendiri😊😊,2026-03-24T10:38:54Z
UCYZNgRWBrZakFWRfxIs47CA,"Please give me an iPhone too, MrBeast. I am from India.",2026-03-24T10:38:38Z
UC_cbGwKUV0B0dy-UrO1yw3A,Build a boat refrence,2026-03-24T10:38:22Z
UCTUarIYkDyW16spv56DCEbA,😮jxu,2026-03-24T10:38:21Z
UCTUarIYkDyW16spv56DCEbA,😢,2026-03-24T10:38:11Z
UC31RG4nch5464s4J7A_m2Dg,Идею у егорика украл,2026-03-24T10:38:06Z
UCVqDJVxvE2gn5_nhDmQ1-4w,You are best in the world mr beast❤,2026-03-24T10:37:54Z
UCyXf6EseG1Yc7hmoiU4sskw,MEET MAYAFORBEAST,2026-03-24T10:37:49Z
UCORJM7RSBhVl_mx_fLoIsCQ,🎉🎉🎉,2026-03-24T10:37:40Z
UCMa3Kc9n6NWb--DQY0-lavQ,Darius is the goat man he carried,2026-03-24T10:37:34Z
UCTUarIYkDyW16spv56DCEbA,@ @@@@,2026-03-24T10:37:29Z
UCTUarIYkDyW16spv56DCEbA,"19:22 




19:24 






19:26 







19:29",2026-03-24T10:36:56Z
UCGGH23CN013Sl9-kzQq3zRg,Malayalam fans------------------>,2026-03-24T10:36:52Z
UCTUarIYkDyW16spv56DCEbA,"Hello, Dad.









❤",2026-03-24T10:36:37Z
UCEBqjlMCS4ssILBGHm9Vjfw,What about trying it with bigger boat...,2026-03-24T10:36:05Z
UCTUarIYkDyW16spv56DCEbA,Amí bála löst þig ég.ég am bangla löst Typeless. 18:42,2026-03-24T10:35:55Z
UCCeKsgAly1uT-EOHTqfgMaw,Brother come in india❤🎉,2026-03-24T10:35:50Z
UCAAlqRHFjN9f1TmqKizesGA,MrBeast is the best Youtuber in the history ! He changes the world ! Go go go MrBeast ! 🥇,2026-03-24T10:35:28Z
UCji4V1Kv8aAPVdGVtmp0XcA,GIMMEH MY COOKIE,2026-03-24T10:35:23Z
UC0dW3gsP2p_u3gdFHIElsPg,Mr. Beast noted it correctly.,2026-03-24T10:35:02Z
UCOr0dOshzQGH6OjUjHr3zyA,"Pengisi suara Indonesia nya udah di ganti, jadi jelek!",2026-03-24T10:34:56Z
UCk1iOgKQWccy7MpXmQMFrGA,Overacting,2026-03-24T10:34:55Z
UCYiG8CrIdnIIYydR5yrxi6A,The camera man is going crazy,2026-03-24T10:34:51Z
UChCqCUw78ZTJb1yYR9Z1SJw,good,2026-03-24T10:34:09Z
UCrA3bdKTCK89801uaTYj61A,У Егорика повторил,2026-03-24T10:34:06Z
UCTubdaLpyZPcDuQsfkYOSlg,Respect for camera man 💀,2026-03-24T10:33:57Z
UCeXQdV8i9ihO-lUQmb7nkTw,24:18 yeah that's fake,2026-03-24T10:33:48Z
UCI8LwUU4IwOL8uJo-KLNFXw,да ладно там сто проц есть спасатели за кадром не будут они рисковать вон вертушка прилетела,2026-03-24T10:33:27Z
UCCTfMgIc-xvfVQYoZP-wqPQ,I am from nepal and i also want to play one game ❤,2026-03-24T10:33:21Z
UCzIrN-zbchWZzsBmRNPTjYA,I'm new subscriber🔔 for your channel 🎉bro🥹👀,2026-03-24T10:33:07Z
UCSqnhtKzbQ7_ByST1LCdVhg,"My name is Komal and I am from a very poor family in India. My parents are laborers and our home is made of mud. Life is difficult, but I have one dream — to study and change my family’s future.
I want to learn and become something in life, but I cannot afford coaching or proper study resources. Still, I try every day with hope in my heart.
I humbly request a little support for my education. Even a small help can change my life and bring happiness to my parents who work very hard every day.
Thank you for reading my message and for spreading kindness in the world.
— Komal, India",2026-03-24T10:32:51Z
UCAPGYg4Wy7j6CUF6OBZihTg,"I love Darius the cameraman 
He should join more video 
Inshallah",2026-03-24T10:32:45Z
UCT1IDpvmgS_r_PeWtE6pnIA,❤❤mrbeast gadidedo😅,2026-03-24T10:32:24Z
UCj9XGs8uGBJjsqXjpE_R90A,Fallow me,2026-03-24T10:31:50Z
UC5T9pEDdq9zF6vWXJSU6_ZA,"😢😭🙏Hello MrBeast, I truly take no pleasure in having to say this to you, but I am currently going through a very difficult time. I am in the 6th grade, and my school fees are extremely high. My father is the sole earning member of our family, and he struggles to manage our household expenses. I also have a sister who attends school, and her fees must be paid as well. We don't even own a home of our own; we live in a rented house. My father earns just $117, out of which he has to pay my sister's and my school fees; consequently, there is hardly any money left for us to afford decent food or clothing. We don't even have enough money to buy a vehicle. If you wouldn't mind—please, please, please—could you donate a little money to me? If you do this, I will be able to continue my education; otherwise, I will be forced to drop out of school. Thank you. And please, do reply to me.",2026-03-24T10:31:40Z
UCeUJ4InzLMSExWV_kDmWfYg,Mrbeast love your videos I'm in need,2026-03-24T10:30:48Z
UC--J2XHYZHG9cSxihnt5Ksw,доел за егориком,2026-03-24T10:30:47Z
UCCTSIo_jr1tjC1SlZCtHOsQ,เมะสามเคะ1,2026-03-24T10:30:27Z
UC2LPDWZgClxlv8D0nz_26WQ,mr best why you got a fake birb,2026-03-24T10:29:43Z
UCxCwG97auSoOuc5l9_gvVpg,Dude darious is so cool he should definitely join more challenges!,2026-03-24T10:29:35Z
UCj9XGs8uGBJjsqXjpE_R90A,Fallow me chenille,2026-03-24T10:29:24Z
UCU-ZRSeVEi1RgeVSbGhgjng,داريوس وهايز يستحقون هدية لانهم افصل من في الحلقه ❤,2026-03-24T10:28:47Z
UCGHE0_ifHFGh6UzcAEmojIg,هههه,2026-03-24T10:27:17Z
UC4sWdYDOgp6-H_h5wqVNHKA,Agar mai sath hotatho kabi nahi harte app log,2026-03-24T10:27:05Z
UCvYpHUQzXMAqUFEze-qwPPw,"Mr. Beast can you give me 10,000$",2026-03-24T10:26:41Z
UC6MWy6gzSG9jJ0mlOglX2bA,❤❤❤❤❤❤❤❤❤,2026-03-24T10:26:37Z
UCAXR1Uwa5TRNM3HHfBjHF4w,The way they weren’t paddling in unison was driving me nuts,2026-03-24T10:26:32Z
UC_iM3KPrOcI7H0nKPpwmnrw,The video is incomplete without saying about nolan's mom😅😅,2026-03-24T10:26:08Z
UCDt0qGSHkUFNBx9IhQNM3JA,Guys these blue 🛢️ drums were bring here by Mr beast only as you can see in starting the same blue can they carring water in them. So how can a big blue drum can came on an island,2026-03-24T10:26:00Z
UCNRytYnu-Mev42nvhzkCcSw,❤❤❤,2026-03-24T10:25:52Z
UC3qwx050I1ws9IAh3QQ37ZA,Sona 🥺,2026-03-24T10:24:58Z
UCc2VMR16PGSA-vinLCI2xiA,идея разве  не Егорика? Он же это снимал пораньше ? Или я ошибаюсь?,2026-03-24T10:24:49Z
UC5g_O4LOaq86AugWXJcb29w,Pengisi suaranya beda🗿,2026-03-24T10:24:37Z
UCTnrCmzb14WMA4ovlr59fSA,好像没有中国人😅,2026-03-24T10:24:22Z
UCi63UCm4GYHYju-34e6dAng,Nice ❤,2026-03-24T10:24:08Z
UCRVWbgRuLpoHdocPNV9d_Cg,Wow amazing 🎉🎉🎉,2026-03-24T10:23:54Z
UCNTJl06yZ6-7J0cD6HGVRQA,У мистера биста даже шляпа такая же как у пупуни,2026-03-24T10:23:33Z
UCF-P2bNjnw2XQ6qUOmxc8kw,Robinson Crusoe ahh moment,2026-03-24T10:23:19Z
UColbcoxMs6uaQZqP9ZU5jog,I was here in 2026 watching this,2026-03-24T10:23:18Z
UCmmbVYSz5WSrcxXSwmGdJbQ,Yess missed chandler and Im so proud of everyone. This was an awesome video,2026-03-24T10:23:10Z
UCMM-vRHjhyY-1NjLuwFnXBA,"But, where is Wilson ?",2026-03-24T10:23:08Z
UCukpIa8nfoicuaS5zxLQLQg,Please 🙏🙏🥺,2026-03-24T10:23:00Z
UCukpIa8nfoicuaS5zxLQLQg,And Instagram,2026-03-24T10:22:43Z
UCQ9z-A6jj1TGSztzl5WNH3A,BOYUN AĞRISI 67!,2026-03-24T10:21:52Z
UC1F8AdnWqrnnywNDjXTyF2w,Gimi Mani jimi,2026-03-24T10:21:44Z
UCCcH-8-KaSV3nygwD3UdaFw,Hello sar i nedd your help,2026-03-24T10:21:32Z
UCQTSvRE2Cn9ZeeJWc7LY7aA,Pls reaction tera hijau Indonesia 😅,2026-03-24T10:21:06Z
UCz5Hy5tiVRh4xCLTWeyYc3w,hi,2026-03-24T10:21:02Z
UCIjyuWHgV_JSPiZYWrWQWnw,Украл у Егорика 😂😂😂,2026-03-24T10:20:58Z
UCe118hzy6e2rfxezJ054KAQ,Mrbeast can you give me 10000 thousand dollars 💵 please,2026-03-24T10:20:27Z
UCYLT-JzyRg3Qu8vrluzLxgA,How did you all not have any life jackets?,2026-03-24T10:20:00Z
UC_7sVchWohI2q7YRnqZrU6Q,Очень классно все получается,2026-03-24T10:19:22Z
UCmN37UVnm3GJ1G-z8o8CUbg,Am from india,2026-03-24T10:18:57Z
UC0jFfDAQhTiSZcb3d8fElnA,😮😅😅dghfcuivxs,2026-03-24T10:18:45Z
UCyR1I_1LqwgnS1lxOmWs7XA,Darius deserves appreciation,2026-03-24T10:18:22Z
UCmN37UVnm3GJ1G-z8o8CUbg,Mr beast gef me 100000,2026-03-24T10:18:15Z
UCMRi83rMH5Ce3ihsBA_XenA,Воровал у Егориkа😂😂😂,2026-03-24T10:17:47Z
UCrB2KcG9fZ3BRmCu9YKaBng,I have been a subscriber from long time❤️❤️ but I still didn't get any gift from u 😢😢,2026-03-24T10:17:45Z
UCukpIa8nfoicuaS5zxLQLQg,Yes 🥰 beast,2026-03-24T10:17:42Z
UCN9wLYLaTD8D0SJcYeRF9jA,I went into coma to see if there were any comments about Epshti Island.,2026-03-24T10:17:31Z
UCIHOg6MrKnmY60Q-j6XXqdg,honestly I like the videos with people competing for something,2026-03-24T10:16:24Z
UC5KR0W5uHeq_aSUWcOlvP4w,"Until you find a way, make your own path.👍🏻",2026-03-24T10:16:21Z
UCR7-r5qVBFrCWKmP82pxubA,Vote For  Darious Deffo back,2026-03-24T10:16:08Z
UCnL8P_CH43ULKNk_umtSLuw,mistebis,2026-03-24T10:15:52Z
UCUoFyUB1GxFlTq-tqA3GAbg,Bro you just stole the video,2026-03-24T10:15:44Z
UCf13qnBbVMBBTR8zCSDEz9A,Darius did all the hard work hats off bro,2026-03-24T10:15:17Z
UCfxSF_HZ0Nlt4Xz80NLbIpw,feels like a mr beast video again! and Darius we see you❤❤,2026-03-24T10:14:55Z
UCWZXXJYjhAOSXMNubgYpKUw,21:16 а что это виднеется в воде?,2026-03-24T10:14:52Z
UCEo9O2_NY12k82BmBhju0gA,El Quatro,2026-03-24T10:14:39Z
UCIr8L2Kf-XERbyEZbGG-smA,"I watch your videos all the time and you don't help me at all. Time.


मुझे कुछ जरूरत है कुछ $500 help me 😢😢


🎉🎉🎉🎉🎉🎉",2026-03-24T10:14:08Z
UCWLYqfqorjMmdiS6pHcv21A,better luck next time,2026-03-24T10:13:50Z
UC5Ul1e7JMPCsi_fipGQNqng,suara Indonesia jelek,2026-03-24T10:13:19Z
UC5JYr7QEe7-FJpLPmOEy9xQ,Hlo,2026-03-24T10:12:39Z
UCopcm59XUcRAyVFXdz8o2UQ,Where is tareq ? We miss him in this video,2026-03-24T10:12:08Z
UCDq0W2sVfBlq04U0DFnyXLQ,"Im sooo missed for video like this 🤧🤧 New videos fells like... tv show and thats makes me sad. But this video.. i love it. (Sorry for mistakes, my English very bad haha)",2026-03-24T10:11:40Z
UC3RCbwYPOETuXL3MVrfkNYg,Они собирались в остров эпштейна,2026-03-24T10:11:23Z
UCpZtsb0ydoA_BTQbR8qT0wg,Mr Beast Always great❤,2026-03-24T10:11:07Z
UC6rAuNGsoTDMbeFZWzaJKaw,Hello sir I am from India I need your help please help me .,2026-03-24T10:10:59Z
UCNc4_p-BolhzYBjwF7mkyng,SUBSCRIBE 🎉🎉🎉,2026-03-24T10:10:52Z
UCLTcevT_VJlY7wUhNBgYb_A,"Хочу попасть в твое видео, как это сделать?",2026-03-24T10:10:39Z
UCrmRLY5Ds6EVBSJHKFNu5tA,W dairus ❤,2026-03-24T10:10:27Z
UC8PzgltL6YZl4EbIfJBCMIw,You can do this come on🎉,2026-03-24T10:10:00Z
UCf2oGqA470QfZ4W-lfqcgxQ,доел за егориком,2026-03-24T10:09:59Z
UCk6721WOt7tor7_Maorqmrw,❤❤❤,2026-03-24T10:09:46Z
UCpAiDubZ6kQXGChgXT4TU3A,W darius in the replies!!!,2026-03-24T10:08:35Z
UCn7rkuHQwpdnUGCppwVMLnA,w,2026-03-24T10:08:27Z
UCUPmPz9fuzBvGgQDzsJcT2g,Darius is a real one ❤,2026-03-24T10:08:27Z
UCYLT-JzyRg3Qu8vrluzLxgA,Most of the video was scavenging for scrap to build a boat? Welcome to the Rust Deep Sea update...,2026-03-24T10:08:15Z
UCtqTkqSqz_B3tAzkSsFzwBQ,Bro u should make Darius show more in the videos,2026-03-24T10:08:04Z
UCG7RQ8mE2TxrJVEG4eisfGA,Where is Carl?,2026-03-24T10:07:34Z
UCgoTJK68_O1g1P1pUzN3AEA,Tuyệt vời anh ơi❤,2026-03-24T10:07:19Z
UCeOkcGaCJCS65gCPrmWLKxg,Mr beast gimme some money i am kinda poor,2026-03-24T10:07:17Z
UCG7RQ8mE2TxrJVEG4eisfGA,Yes,2026-03-24T10:06:59Z
UCA33Y7soFPyGp6R2aFRU3NQ,"7:09 who’s filming? If that’s the cameraman?!🥹 
Edit:1 I didn’t realise drones were a thing mb🥹 wait but who was controlling it?",2026-03-24T10:06:35Z
UCc6VGY6s9ftHRKtT6OxuJdA,All was cooked,2026-03-24T10:06:31Z
UCVUfv4alDZ14JOxZeC4f95w,Why is the Indonesian dubbing sound different?,2026-03-24T10:05:58Z
UCVjwt49yiZazJvf6_m7Doyg,আমি বাংলাদেশ থেকে দেখছি❤,2026-03-24T10:05:14Z
UCewpSN0DaXMWWTktuCx3_eg,Tamil  Dub bro,2026-03-24T10:03:49Z
UCIAIGnZTTsDjmXswMxJPGsg,I hope u should take me the game i am big fan for u,2026-03-24T10:03:33Z
