So much failure,-0.752439,0
These guys are clueless. The Iranian regime doesnt care about their civilians lives. They will never surrender. The only way out for Trump now to justify this war is to either blame someone else for it (a scapegoat) make it seem like they got a huge deal or just completely obliterate Iran (which he wont).,-0.921468,0
U.s. do know Iran have allies and Iran get all that gear and tech back. Construction just rebuild all those destroyed buildings back and rebuild military nothing changed,-0.304701,1
"Iran said ""NO MORE TALKING!""",-0.525987,0
Alot of these strikes are same videos[e],-0.373633,0
Wouldnt be the first time the big I lied about a strike on themselves.,-0.621034,0
So much for no more wars. I say we let Israel fight this war all by themselves.,-0.900326,0
2 planes coming from NY into Israel right now looking at the flight radars,0.016322,0
Israel and the US are losing this war. And when its done israel abd the US will only have each other as allies. The world hates the US and israel.,-0.935075,0
Now imagine how the citizens of Gaza Beirut and Tehran feel. I don't support Islamic fascism in any form but that doesn't close my eyes to the suffering of fellow human beings whatever their religion politics or nationality,-0.834105,0
Wondering how the Media knows the exact size of the bomb. Are they working with them?,-0.214232,0
200 lb? Should be a 3000lb one. Make it rain on em,-0.282852,0
Iran can keep this going.,-0.077506,0
Maybe the US wants to make a deal.,0.041583,0
Now I understand why MAGA is always wrong.  But for those of us who know Trump is a psychopath and can recognize his lies the good news is these lies can be traded for profit.  The last week has allowed me to trade oil for good profits.  Strategy?  When he lies and oil goes down go long oil or trade options.   Fox News will make you broke and more stupid than you already are.  Sorry but Trump cant help your failures in life.  You own those.,-0.621383,0
It's taco tuesday fox news.,0.2367,1
March 28th.  Stop the lies and stop child rapists trump,-0.870066,0
All I can say is keep an eye on them because I pray they aren't trying to buy time to receive some type of terrible weapon from another country or some other craziness because they are radical to the max. And they refuse to give up no matter what they are always looking toward their goal. But I'm praying about it. All I know is that they are liars. And the only thing that could change them is if Jesus Christ were to actually make himself known to them to the point that they fear and repent. Then they would actually be changed. But otherwise they will not change.,-0.610111,0
Something  stinks they would have stopped  firing for 5 days,-0.859696,0
Hamburger Hill. (937) Bombed and Bombed it even with Napalm only booths/close combat could do a temporary job.,-0.822876,0
How do you make a deal with liars? Lying seems to be their specialty.,-0.862711,0
Texas refineries [e][e][e][e],-0.168277,0
Pledge allegiance to your Epstein president,-0.550351,0
They dont make deals!,-0.500657,0
God bless these Israelis. Many arrogant Americans have no clue how lucky they are to live in America. And I have no clue that sometimes we have to fight for our freedom because they have grown up in a pampered world.,-0.834181,0
Finish the job!,0.345544,0
they know what US 'talks' mean....,-0.02858,0
TACO,0.302393,1
The Regime in Iran must be eliminated,-0.841779,0
I see,0.146078,1
Fox News says Iran is on Borrowed time. Reality says Trump and his Master are the ones on borrowed time and it is coming to an end soon.,-0.767286,0
It's called gazanization!,0.382241,0
Iran just send 100.000 ellite troops to gaza[e] Iran Will win..,0.067246,0
Keep on dreaming. Iran is not interested in any deal. No more deal just keep on! If you so much needed that deal then the conditions are simple: pack all stuff and leave the GCC and then pay the damages you did to Iran.,-0.744712,0
As the world sees it the USA is the one that wants to hold the world hostage. The Epstein class wants to hold the word hostage. Trump = Child Rapist.,-0.885599,0
Anyone that believes this crap about negotiations on Fox News. I have a bridge to sell you in Brooklyn. These idiots love war so much let them send their own kids. I bet they will have bone spurs too.,-0.939848,0
Trump moved taco Tuesday to Monday now this? My body cannot process all this winning.,0.135978,0
Put the friendly A-rabs on the ground,-0.277656,0
Orange buffoon is going to bend the knee first but Iran won't stop unless all objectives are achieved. Iran has also backing of 2 actual superpowers Russia and China,-0.605496,0
So called Jewish... [e],-0.220566,0
It's nice being an American. Missiles never land in our cities.,0.692459,0
Hitting back harder [e][e][e][e],0.109414,0
The same people the were complaining that trump didn't do anything for the protesters are the same ones that are now complaining that he is doing something to iran,-0.745384,0
Oh please Israel has no defenses left.  And Iran doesn't need or want a peace deal.,-0.85861,0
Keep blowing it up [e][e][e],-0.041437,0
The world do not trust the USA anymore,-0.826209,0
Iran stated what they are going to do They are going to make this war so painful that no one will ever dream of attacking them again they do not want peace talks they want American boots on the ground to put American soldiers in body bags even if Iran suffers 10 to 1 casualties. They want flag draped coffins trump attacked them while they were in peace negotiations twice they have absolutely no intention of talks with the US while trump is President,-0.901358,0
This fella is the cause of the war.,-0.923841,0
Give no quarter [e][e][e][e],-0.448103,1
Chris Murphy @ChrisM...  9h  $1.5 BILLION. Let me say it again - a $1.5 BILLION BET. Bigger than any futures purchases made at the time. 5 minutes before Trump's post. Who was it? Trump? A family member? A White House staffer? This is corruption. Mind blowing corruption. unusual whales  @unusual_w...  18h BREAKING: Just five minutes before Trump's announcement to halt the attacks on Iran massive trades reportedly hit the market.,-0.248511,0
Wipe Iranian regime out !,-0.70927,0
EPIC FAIL,-0.789172,0
What red blooded American believes Fox?,-0.760202,0
Tel Aviv. What a wonderful place to live! I feel sorry for the Israelis who are dying for Bibi's little adventure.,0.476689,0
sooo the usa bombs iran  a society where the ppl are SHIA meaning they believe in martyrdom similar to those ppl that would die for a cause we bombed them and killed their leader  (savior)  idk man common sense tells me there were zero talks but idk [e]  im just a regular dude reading between the lines ,-0.698251,0
[e] it's wild when even the fox comments are like f*** Trump this is crazy,-0.856448,0
I am happy that Israel is getting hit. They deserve it for killing thousands of thousands of innocent people who had nothing to do with this war Israel hate Arabs and always will.,-0.939298,0
You could catch 95% of commenters with 1 sort of shiny object...,-0.023805,0
Trump is an idiot,-0.835748,0
Oh no no more war. Im scared for my Gyoa,-0.890585,0
This fight is so stupid most of the storage bunkers are underground and spread out over a massive region,-0.906967,0
Iran has no interest in talks unless all US military bases and assets are totally annihilated in West Asia and Israeli state is dismantled,-0.78931,0
You shouldn't give them 5 minutes. Blow the whole country up.,-0.926755,0
Are we losing?,-0.290312,0
Good thing the war has ended.........................That's what Trump said.,0.092514,0
I want to see Israel razed to the ground & equal casualties just like they did to the defenseless Gaza and Palestinians.,-0.935118,0
iran strong country then india & pakistanus no longer super power!!!!!!!,-0.406499,0
Here's what's going to happen:  5 day pause will result in IRGC and proxies reorganizing for more strikes.  The Islamic regime is crazy and is never truthful.  Do not trust the Iranians.,-0.901026,0
free the hostages [e],-0.029477,0
This will be another iraq syria and afghanistan. Iranian shias country was only barrier for Sunni countries sharing borders and working together and uniting Sunni will take over Iran and than Arabs Sunni Persians and Pakistan and afghanistan will share borders once again after 500yrs. The Arab Afghani and Pakistan Sunni groups could than just walk into Isreal. Leading to insurgents entering Isreals. This is daft move by Isreal,-0.43507,0
Sucks when the rabbit has the gun doesnt it?,-0.914052,0
1:30 keeps saying war is finished [e] that Iran is negotiating you voted in a liar.,-0.908771,0
No deal.  .blow Iran off the map.,-0.774922,0
I thought they had been obliterated militarily,-0.667734,0
Tens of Thousands of bombs and missiles and America still DIDINT win? You suck at wars,-0.946648,0
Save human lives over greediness . . .[e],-0.023128,0
israel never let others to live in peace. pick the history n u ll see they start the war all them.,-0.894675,0
U fools the Israelis are criminals and terrorists fools,-0.906455,0
If they put troops on the ground midterms will be lost big time and a communist will be running the country in 2028,-0.870954,0
What deal ?  If iran really wanted a deal  They won't be sending missiles at Israel this needs to absolutely stop! Is ridiculous no one wins its only violence destruction  Innocent people are loosing their lives this conflict is unnecessary iran needs to actually make its final decision also the united state's.. bless our brave soldiers [e] risking there lives bless u all..,-0.880107,0
Most comments here are either from bots or morons.,-0.892854,0
Iranian shovels and washing machines are speaking for themselves [e],-0.124885,0
[e][e][e][e][e]reminder Netanyahu how is it for you,0.004708,0
Deal. BOOM,0.354221,1
Lmao werent Gods chosen inbreds dropping JDAMS and phosphorus on hospitals and refugee camps for the better part of two years? Oh but now its a problem because big bad Iran decided to fight back instead of just surrendering its future to the Epstein class. Give me a break.,-0.909129,0
Straight up liars ruining the economy!!!,-0.932272,0
9000 is a misdemeanor100000 is a felony,-0.751569,0
I dont care what happens to israel. They deserve this,-0.750414,0
I DO NOT SUPPORT THIS WAR-  I AM JEWISH,-0.934465,0
Fox News do you remember  isnt replica of Gaza bombing to innocent children and innocent civilians? Gods justice Its tit for tat,-0.894734,0
Iran was underestimated  and got American and Israel running [e],-0.377779,0
Cargo ships next sitting ducks in the perisan gulf,-0.119645,0
Dipomats and head of states could be trusted but criminals like Zionist Nuclear criminal US and Arab dreaded dictators could not be trusted.They backstabbed two times during the talks,-0.858779,0
"What happened to Melania's "" Be best""?",-0.428257,1
Epic F Duck[e][e][e],0.43837,1
Im glad people arent buying any of this propaganda bs. Yall played your final hand in all of the misinformation and lies in the past and now we are not going for it again.,-0.87116,0
What happened to the peace talks lame stream lying media?!,-0.819919,0
Are we great yet?,0.17254,0
When they started singing B[e]mb B[e]mb Tel Aviv there was no peace talk on the cards.,-0.813461,0
I thought cease fire? What happened,-0.317369,0
Let yahoo fight his own war,-0.513252,0
Can Iran [e] do it againI was sleeping,-0.123236,0
Some good news in all this,0.944438,1
Nice,0.733185,1
More to come  wait and watch this war start by your US administration and Iran will end this . [e][e][e],-0.767117,0
Fox is a propaganda channel. U keep on saying the numbers of those who are injured what about the deaths??,-0.910936,0
Let isrealis fight they're supposed threat too them !,-0.559093,0
Some one told me iranian men and women heading to US with their bom.,-0.039751,0
How many fighter jets and ships have the Iranians destroyed...zero,-0.753682,0
times up Donny,-0.441214,0
Maga where is Donald ?,-0.236349,1
Israel bombing itself,-0.784385,0
Trump is ready to loose a lot to claim he won something.,-0.445933,0
I'm really disappointed when iran  missiles are hitting roads instead of buildings,-0.90915,0
Trump talking to whom? Reza Pahlavi [e][e][e][e]. All of Iran leaders have died. Theres no way you can stop all these tiny unit unless you put 200k troops on the ground,-0.903144,0
[e][e][e][e][e]! Epic fear not going well. I hope IRAN [e] stick to their demands especially with US kicked out of the region entirely that they should not move from.,-0.867097,0
Looks like Iran is winning,0.378688,0
Trump desperately looking for exit door.,-0.581847,0
